27,2.5729,0.65625,0.5625,0.5,0.25,0.5,0,0.57694,0.30267,0.52569,0.5415,0.49672,0.80064,0.44769,0.3813,0.3434,0.2133,0.3496,0.56141,0.64908,0.60495,0.37324,0.95633,0.79719,0.5993,0.40673,0.68716,0.58824,0.56756,0.53069,-0.033918,0.36876
28,2.6523,0.6875,0.5625,0.5,0.25,0,0,-1.253,0.77728,0.31005,0.76994,0.66818,2.6249,0.78257,0.30245,0.4812,0.51399,0.46205,0.50319,0.54347,0.44363,0.3396,0.17582,0.67662,-4.966,0.46129,0.47141,0.28502,0.63405,0.30875,0.54035,0.30449
29,1.7419,0.625,0.5625,0.75,0.75,0,0,-0.29709,0.62823,0.28884,1.2775,0.80043,0.57901,6.9686,0.42186,0.57877,0.78578,0.32113,0.55871,0.48006,8.7543,0.39506,0.53137,0.43527,0.65775,0.47966,0.73088,0.40877,0.40784,0.15609,0.26383,1.7569e-06
30,2.8455,0.65625,0.375,0.5,0.25,0.5,0,0.41108,0.1373,0.22798,1.1829,0.63388,0.33077,0.38777,0.48592,0.50086,0.81894,-1.2165,0.68325,0.35799,0.5921,0.44329,-0.43836,0.40893,0.41954,0.58321,0.70873,0.29701,-0.27748,0.46721,0.85648,-0.2759
31,2.9163,0.78125,0.5625,0.375,0.25,0.5,1,0.28022,0.76369,0.66197,0.39605,0.72232,-0.90102,0.77318,0.70391,0.31339,0.20876,0.41454,0.4342,0.7883,0.54745,0.32809,0.13744,0.81799,-3.9363,0.93679,0.51628,0.27225,0.47265,0.24041,0.46185,-1.3857
32,2.6632,0.625,0.5,0.5,0.25,0.5,0,-0.33679,1.3196,0.29046,3.7849,0.80955,0.74114,0.96792,0.79902,3.4025,0.90674,-3.1307,0.13075,1.2994,0.84189,1.4366,2.6043,0.45729,0.48246,0.54965,-2.1573,-0.097615,0.31681,1.8355,0.77779,0.5079
33,1.9892,0.75,0.5625,0.625,0.5,1,0,0.69396,0.61648,0.45922,0.79749,0.14981,0.62709,0.28417,2.784,9.495,0.19625,0.68587,0.63242,0.59702,0.61848,0.65852,0.66438,0.35009,-9.6925,0.39061,-0.15801,0.66722,0.31452,0.26273,-1.35,0.41268
34,2.5884,0.5625,0.3125,0.5,0.5,0.5,0,0.4194,0.83146,-1.507,0.59413,0.34115,0.49081,0.48468,0.47234,0.50416,0.30369,-0.70269,-0.024039,0.79417,0.61107,1.6869,0.57944,0.53495,0.52711,0.47242,-1.0972,0.80196,0.58122,0.64072,0.14448,0.87158
35,1.9861,0.78125,0.625,0.625,0.5,0.5,0,0.3267,0.14813,0.27506,0.24632,0.84595,1.2521,0.70555,0.44266,0.71131,0.49728,0.71835,0.6767,0.4271,0.56127,0.78948,0.60213,0.36022,-3.6633,0.11273,0.72822,-0.35544,0.42385,0.24398,0.28611,0.76606
36,1.9153,0.53125,0.5625,0.75,0.5,0,0,0.073466,7.1045,-0.053351,9.3521,0.45473,4.6086,0.026826,0.27443,0.33551,0.2207,0.10488,0.5941,4.6518,8.5431,0.39974,0.68266,-6.1944,-0.075119,0.72213,0.58124,0.70098,0.38738,0.57866,0.26289,-0.4377
37,2.2936,0.5625,0.5,0.375,0.75,1,0,0.58669,0.61826,0.34727,6.5304,6.2543,0.20769,3.6605,0.21703,0.49908,-0.85541,0.59111,1.0624,0.48198,3.9563,5.5245,-0.90006,0.24377,0.48815,0.0075711,0.39429,0.77959,0.52082,0.26912,0.77809,-0.38499
38,1.9442,0.71875,0.6875,0.625,0.5,0.5,0,0.58109,0.54213,0.73668,0.45568,0.4376,0.37828,1.0638,0.57624,0.43489,0.69572,0.72318,0.55401,0.78957,0.62831,0.17871,-0.14482,0.72821,-1.2484,0.26543,0.70872,0.57363,0.49921,0.66001,0.6621,0.70674
39,2.578,0.625,0.5625,0.5,0.25,0.5,0,0.73104,0.35632,0.34771,0.78218,0.55194,0.4783,0.437,0.64055,0.83896,0.37446,0.1903,0.36349,0.34381,0.93032,0.58062,0.55064,0.35814,0.34695,0.28474,0.70641,0.83183,0.86586,0.61512,0.68146,-0.54575
40,2.046,0.6875,0.5625,0.625,0.5,0.5,0,0.40963,0.53653,0.69155,0.13969,0.66016,0.76778,0.45474,0.4274,0.87619,0.23146,0.19666,0.18,0.64997,0.59766,0.085513,0.20356,0.71924,0.4526,0.65587,0.69915,0.31465,0.48771,0.2665,0.58144,0.12883
41,2.3522,0.625,0.5,0.625,0.25,0.5,0,-0.79742,0.50267,2.2046,0.33076,0.55078,2.6985,0.44733,0.65809,0.50936,0.798,0.59168,-0.010087,0.56761,0.44551,0.51802,0.31179,-0.14087,0.47781,0.49235,0.56005,0.47625,0.49524,0.6359,0.7312,2.3297
42,1.8984,0.71875,0.75,0.625,0.5,0.5,0,0.70707,0.40464,0.43039,0.57901,0.55294,0.75963,0.5209,0.67591,0.61062,0.26922,0.35953,2.4503,0.53597,0.7903,0.30347,0.33565,0.6399,-1.0472,0.62718,0.91297,0.31715,0.60293,0.46075,0.15974,0.47252
43,1.8627,0.625,0.5625,0.625,0.75,0.5,0,0.73274,-0.64438,0.26181,0.29916,3.3728,0.41672,0.50133,0.878,0.40701,-0.36394,0.48128,0.38214,1.3132,5.8281,0.78288,0.64528,1.387,0.42979,1.6479,1.0607,0.33038,0.36304,-0.184,0.69825,0.64173
44,10.312,0.40625,0.1875,0.125,0,0,0,0.4145,0.67707,0.4638,4.2221,4.1683,0.70838,0.45829,0.31159,-1.208,0.64633,-1.4818,0.29265,0.72607,-3.5992,0.32337,0.4904,0.27212,0.37287,0.75469,0.70062,0.43953,0.66948,0.43306,1.0491,0.56021
45,2.3695,0.5,0.5,0.5,0.5,0.5,0,0.30594,0.62151,-1.4787,0.57613,0.2615,0.48008,0.49108,0.45062,1.5798,0.55617,-0.5178,0.56546,0.49068,0.56952,0.087999,0.3341,0.36283,0.73791,0.93744,0.18524,0.70608,0.91336,0.91244,0.14583,0.4539
46,2.5832,0.59375,0.5625,0.5,0.25,0.5,0,0.42453,-1.1777,0.4037,0.64205,0.57884,0.46879,0.62056,0.63322,2.3189,0.48621,0.61679,0.35588,0.54276,0.39076,0.51555,0.63741,0.62089,0.58544,2.2218,-1.5564,0.42509,0.43363,0.48573,0.34099,0.47112
47,2.7484,0.65625,0.4375,0.5,0.25,0.5,0,0.54065,-1.0388,0.28934,1.2187,0.73866,0.78943,0.73617,0.44959,7.6307,0.55975,0.29702,0.7444,-2.706,0.4598,-0.43741,0.66894,0.81006,-0.41502,0.36079,0.21286,0.6963,0.63808,0.49174,1.0705,0.27506
48,1.953,0.625,0.6875,0.625,0.5,0.5,0,0.15267,0.099236,0.99321,1.3747,0.39844,0.70453,0.34422,0.14431,0.89218,-0.11363,0.4561,0.85646,0.79929,0.23598,0.18478,0.47786,0.49674,0.11718,0.35038,0.49465,0.11392,0.79638,0.21046,0.29035,0.37467
49,1.9471,0.6875,0.6875,0.625,0.5,0.5,0,-0.69877,0.79262,0.91919,0.75507,0.53917,0.23736,0.61334,0.8134,0.51376,0.46059,0.099624,0.85387,0.25385,0.57701,0.42652,0.54237,-0.6341,0.58218,0.55472,0.44367,0.49798,-0.79913,0.32681,0.15768,-0.091853
50,2.2774,0.6875,0.5625,0.625,0.25,0.5,0,0.64927,0.42114,0.58835,0.48176,0.47898,0.21263,0.79231,5.4137,0.48205,0.092555,0.45151,0.73501,0.5056,1.1307,0.43911,-0.29077,0.63234,0.22448,0.79509,0.60484,0.36851,0.87789,0.76098,0.36003,0.7088
