virginia,hampton,texas-tech,butler,purdue,arkansas-little-rock,iowa-state,iona,seton-hall,gonzaga,utah,fresno-state,dayton,syracuse,michigan-state,middle-tennessee,north-carolina,florida-gulf-coast,southern-california,providence,indiana,chattanooga,kentucky,stony-brook,notre-dame,michigan,west-virginia,stephen-f-austin,wisconsin,pittsburgh,xavier,weber-state,oregon,holy-cross,saint-josephs,cincinnati,baylor,yale,duke,north-carolina-wilmington,texas,northern-iowa,texas-am,green-bay,oregon-state,virginia-commonwealth,oklahoma,cal-state-bakersfield,kansas,austin-peay,colorado,connecticut,maryland,south-dakota-state,california,hawaii,arizona,wichita-state,miami-fl,buffalo,iowa,temple,villanova,north-carolina-asheville
kansas,connecticut,maryland,hawaii,wichita-state,miami-fl,arizona,villanova,oregon,saint-josephs,yale,duke,northern-iowa,texas-am,virginia-commonwealth,oklahoma,north-carolina,providence,indiana,kentucky,notre-dame,stephen-f-austin,wisconsin,xavier,virginia,butler,arkansas-little-rock,iowa-state,gonzaga,utah,syracuse,middle-tennessee
kansas,maryland,miami-fl,villanova,oregon,duke,texas-am,oklahoma,north-carolina,indiana,notre-dame,wisconsin,virginia,iowa-state,gonzaga,syracuse
kansas,villanova,oregon,oklahoma,north-carolina,notre-dame,virginia,syracuse
villanova,oklahoma,syracuse,north-carolina
villanova,north-carolina
villanova
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
49,52,53,56,58,59,57,63,33,35,38,39,42,43,46,47,17,20,21,23,25,28,29,31,1,4,6,7,10,11,14,16
49,53,59,63,33,39,43,47,17,21,25,29,1,7,10,14
49,63,33,47,17,25,1,14
63,47,14,17
63,17
63
