kansas,lehigh,nevada-las-vegas,northern-iowa,michigan-state,new-mexico-state,maryland,houston,tennessee,san-diego-state,georgetown,ohio,oklahoma-state,georgia-tech,ohio-state,california-santa-barbara,syracuse,vermont,gonzaga,florida-state,butler,texas-el-paso,vanderbilt,murray-state,xavier,minnesota,pittsburgh,oakland,brigham-young,florida,kansas-state,north-texas,kentucky,east-tennessee-state,texas,wake-forest,temple,cornell,wisconsin,wofford,marquette,washington,new-mexico,montana,clemson,missouri,west-virginia,morgan-state,duke,arkansas-pine-bluff,california,louisville,texas-am,utah-state,purdue,siena,notre-dame,old-dominion,baylor,sam-houston-state,richmond,saint-marys-ca,villanova,robert-morris
kansas,northern-iowa,michigan-state,maryland,tennessee,ohio,georgia-tech,ohio-state,syracuse,gonzaga,butler,murray-state,vermont,pittsburgh,brigham-young,kansas-state,kentucky,wake-forest,cornell,wisconsin,washington,new-mexico,missouri,west-virginia,duke,california,texas-am,purdue,old-dominion,baylor,saint-marys-ca,villanova
northern-iowa,michigan-state,tennessee,ohio-state,syracuse,butler,xavier,kansas-state,kentucky,cornell,washington,west-virginia,duke,purdue,baylor,saint-marys-ca
michigan-state,tennessee,butler,kansas-state,kentucky,west-virginia,duke,baylor
michigan-state,butler,west-virginia,duke
butler,duke
duke
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1,4,5,7,9,12,14,15,17,19,21,24,18,27,29,31,33,36,38,39,42,43,46,47,49,51,53,55,58,59,62,63
4,5,9,15,17,21,25,31,33,38,42,47,49,55,59,62
5,9,21,31,33,47,49,59
5,21,47,49
21,49
49
