wichita-state,cal-poly,kentucky,kansas-state,saint-louis,north-carolina-state,louisville,manhattan,massachusetts,tennessee,duke,mercer,texas,arizona-state,michigan,wofford,arizona,weber-state,gonzaga,oklahoma-state,oklahoma,north-dakota-state,san-diego-state,new-mexico-state,baylor,nebraska,creighton,louisiana-lafayette,oregon,brigham-young,wisconsin,american,virginia,coastal-carolina,memphis,george-washington,cincinnati,harvard,michigan-state,delaware,north-carolina,providence,iowa-state,north-carolina-central,connecticut,saint-josephs,villanova,milwaukee,florida,albany-ny,colorado,pittsburgh,virginia-commonwealth,stephen-f-austin,ucla,tulsa,ohio-state,dayton,syracuse,western-michigan,new-mexico,stanford,kansas,eastern-kentucky
florida,pittsburgh,stephen-f-austin,ucla,dayton,syracuse,stanford,kansas,virginia,memphis,harvard,michigan-state,north-carolina,iowa-state,connecticut,villanova,arizona,gonzaga,north-dakota-state,san-diego-state,baylor,creighton,oregon,wisconsin,wichita-state,kentucky,saint-louis,louisville,tennessee,mercer,texas,michigan
florida,ucla,dayton,stanford,virginia,michigan-state,iowa-state,connecticut,arizona,san-diego-state,baylor,wisconsin,kentucky,louisville,tennessee,michigan
florida,dayton,connecticut,michigan-state,arizona,wisconsin,kentucky,michigan
florida,connecticut,wisconsin,kentucky
connecticut,kentucky
connecticut
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
49,52,54,55,58,59,62,63,33,35,38,39,41,43,45,47,17,19,22,23,25,27,29,31,1,3,5,7,10,12,13,15
49,55,58,62,33,39,43,45,17,23,25,31,3,7,10,15
49,58,45,39,17,31,3,15
49,45,31,3
45,3
45
